angle_fingers_lr:discrete,dist_fingers_lr:discrete,fingers:discrete,lm_fing_tip_rel_pos_x:discrete,lm_fing_tip_rel_pos_y:discrete,lm_fing_tip_rel_pos_z:discrete,rm_fing_tip_rel_pos_x:discrete,rm_fing_tip_rel_pos_y:discrete,rm_fing_tip_rel_pos_z:discrete,cls:nominal:class
25,7478,200,4142,-1818,10862,4142,-1818,10862,move1
25,7476,200,4078,-1770,10780,4078,-1770,10780,move1
24,7498,200,4063,-1743,10660,4063,-1743,10660,move1
24,7523,200,4100,-1687,10508,4100,-1687,10508,move1
24,7454,200,4178,-1652,10355,4178,-1652,10355,move1
23,7419,200,4256,-1561,10231,4256,-1561,10231,move1
23,7393,200,4341,-1460,10058,4341,-1460,10058,move1
23,7365,200,4410,-1344,9900,4410,-1344,9900,move1
24,7336,200,4443,-1256,9776,4443,-1256,9776,move1
24,7305,200,4459,-1144,9649,4459,-1144,9649,move1
25,7267,200,4441,-1072,9488,4441,-1072,9488,move1
25,7229,200,4420,-1041,9418,4420,-1041,9418,move1
26,7187,200,4378,-1039,9370,4378,-1039,9370,move1
26,7139,200,4321,-1072,9357,4321,-1072,9357,move1
26,7086,200,4251,-1084,9374,4251,-1084,9374,move1
27,7034,200,4173,-1076,9418,4173,-1076,9418,move1
27,6984,200,4076,-1069,9456,4076,-1069,9456,move1
27,6933,200,3959,-997,9489,3959,-997,9489,move1
27,6876,200,3842,-960,9523,3842,-960,9523,move1
27,6803,200,3707,-894,9568,3707,-894,9568,move1
27,6751,200,3581,-825,9614,3581,-825,9614,move1
26,6698,200,3450,-761,9684,3450,-761,9684,move1
26,6646,200,3334,-665,9720,3334,-665,9720,move1
25,6600,200,3247,-591,9737,3247,-591,9737,move1
25,6560,200,3176,-501,9744,3176,-501,9744,move1
25,6528,200,3113,-409,9725,3113,-409,9725,move1
25,6500,200,3057,-324,9662,3057,-324,9662,move1
25,6478,200,2997,-256,9597,2997,-256,9597,move1
25,6478,200,2936,-167,9543,2936,-167,9543,move1
24,6475,200,2881,-69,9500,2881,-69,9500,move1
23,6462,200,2836,3,9486,2836,3,9486,move1
22,6446,200,2790,88,9475,2790,88,9475,move1
22,6421,200,2738,157,9455,2738,157,9455,move1
21,6383,200,2699,270,9462,2699,270,9462,move1
21,6328,200,2641,439,9470,2641,439,9470,move1
21,6258,200,2555,589,9464,2555,589,9464,move1
20,6142,200,2451,780,9444,2451,780,9444,move1
21,5985,200,2348,980,9401,2348,980,9401,move1
22,5803,200,2233,1128,9334,2233,1128,9334,move1
22,5611,200,2164,1277,9315,2164,1277,9315,move1
23,5470,200,2119,1386,9345,2119,1386,9345,move1
23,5388,200,2112,1497,9400,2112,1497,9400,move1
23,5361,200,2092,1592,9382,2092,1592,9382,move1
23,5384,200,2101,1653,9434,2101,1653,9434,move1
23,5441,200,2104,1701,9481,2104,1701,9481,move1
22,5535,200,2124,1731,9539,2124,1731,9539,move1
23,5636,200,2146,1741,9604,2146,1741,9604,move1
23,5730,200,2157,1739,9659,2157,1739,9659,move1
22,5816,200,2170,1724,9687,2170,1724,9687,move1
22,5900,200,2192,1693,9703,2192,1693,9703,move1
22,5985,200,2219,1659,9726,2219,1659,9726,move1
22,6069,200,2247,1629,9759,2247,1629,9759,move1
23,6153,200,2280,1600,9766,2280,1600,9766,move1
23,6231,200,2312,1552,9781,2312,1552,9781,move1
24,6290,200,2354,1464,9802,2354,1464,9802,move1
24,6345,200,2393,1393,9817,2393,1393,9817,move1
24,6380,200,2430,1303,9827,2430,1303,9827,move1
23,6392,200,2466,1235,9827,2466,1235,9827,move1
24,6384,200,2504,1169,9831,2504,1169,9831,move1
24,6373,200,2563,1103,9849,2563,1103,9849,move1
24,6360,200,2623,1026,9858,2623,1026,9858,move1
25,6351,200,2659,967,9864,2659,967,9864,move1
25,6342,200,2698,895,9836,2698,895,9836,move1
26,6344,200,2731,844,9821,2731,844,9821,move1
26,6347,200,2777,809,9809,2777,809,9809,move1
26,6359,200,2834,788,9800,2834,788,9800,move1
26,6370,200,2896,767,9785,2896,767,9785,move1
26,6383,200,2940,773,9778,2940,773,9778,move1
26,6375,200,2976,785,9780,2976,785,9780,move1
26,6371,200,2992,838,9766,2992,838,9766,move1
26,6384,200,2975,921,9750,2975,921,9750,move1
26,6423,200,2969,966,9763,2969,966,9763,move1
26,6483,200,2943,977,9785,2943,977,9785,move1
26,6546,200,2904,965,9802,2904,965,9802,move1
26,6629,200,2890,950,9815,2890,950,9815,move1
26,6717,200,2890,911,9836,2890,911,9836,move1
26,6806,200,2906,851,9856,2906,851,9856,move1
26,6888,200,2941,786,9882,2941,786,9882,move1
26,6928,200,3012,692,9924,3012,692,9924,move1
26,6934,200,3072,601,9944,3072,601,9944,move1
26,6903,200,3112,501,9946,3112,501,9946,move1
26,6861,200,3137,386,9958,3137,386,9958,move1
25,6833,200,3166,241,9955,3166,241,9955,move1
25,6814,200,3179,83,9959,3179,83,9959,move1
25,6804,200,3178,-85,9982,3178,-85,9982,move1
25,6782,200,3151,-269,9992,3151,-269,9992,move1
24,6741,200,3032,-598,9905,3032,-598,9905,move1
24,6741,200,3028,-855,9976,3028,-855,9976,move1
24,6773,200,3041,-1065,10079,3041,-1065,10079,move1
24,6820,200,3065,-1236,10201,3065,-1236,10201,move1
24,6856,200,3058,-1400,10288,3058,-1400,10288,move1
24,6866,200,3025,-1587,10350,3025,-1587,10350,move1
24,6851,200,2967,-1807,10398,2967,-1807,10398,move1
24,6813,200,2904,-2016,10442,2904,-2016,10442,move1
24,6764,200,2834,-2247,10398,2834,-2247,10398,move1
25,6704,200,2772,-2461,10449,2772,-2461,10449,move1
25,6650,200,2724,-2604,10506,2724,-2604,10506,move1
25,6604,200,2687,-2735,10503,2687,-2735,10503,move1
24,6568,200,2665,-2743,10469,2665,-2743,10469,move1
24,6544,200,2645,-2718,10456,2645,-2718,10456,move1
24,6529,200,2629,-2653,10421,2629,-2653,10421,move1
24,6523,200,2624,-2586,10354,2624,-2586,10354,move1
24,6520,200,2640,-2529,10284,2640,-2529,10284,move1
24,6517,200,2665,-2453,10196,2665,-2453,10196,move1
23,6511,200,2712,-2384,10125,2712,-2384,10125,move1
23,6495,200,2771,-2302,10057,2771,-2302,10057,move1
23,6470,200,2830,-2219,10018,2830,-2219,10018,move1
23,6437,200,2862,-2119,9975,2862,-2119,9975,move1
22,6399,200,2868,-2013,9936,2868,-2013,9936,move1
22,6365,200,2863,-1880,9929,2863,-1880,9929,move1
22,6338,200,2852,-1744,9917,2852,-1744,9917,move1
22,6319,200,2841,-1611,9930,2841,-1611,9930,move1
22,6306,200,2792,-1479,9938,2792,-1479,9938,move1
21,6302,200,2741,-1361,9935,2741,-1361,9935,move1
21,6303,200,2694,-1258,9939,2694,-1258,9939,move1
21,6314,200,2654,-1165,9953,2654,-1165,9953,move1
20,6345,200,2622,-1084,9968,2622,-1084,9968,move1
20,6385,200,2602,-985,9995,2602,-985,9995,move1
20,6450,200,2607,-859,10053,2607,-859,10053,move1
20,6517,200,2583,-764,10080,2583,-764,10080,move1
20,6584,200,2560,-641,10083,2560,-641,10083,move1
20,6483,200,2527,-522,10054,2527,-522,10054,move1
20,6534,200,2503,-401,10018,2503,-401,10018,move1
20,6754,200,2507,-274,10005,2507,-274,10005,move1
20,6909,200,2520,-139,9979,2520,-139,9979,move1
19,7008,200,2559,29,9985,2559,29,9985,move1
20,7107,200,2605,191,10014,2605,191,10014,move1
21,7196,200,2644,330,10001,2644,330,10001,move1
21,7261,200,2693,450,9957,2693,450,9957,move1
22,7292,200,2761,548,9889,2761,548,9889,move1
22,7268,200,2827,592,9887,2827,592,9887,move1
22,7191,200,2913,608,9914,2913,608,9914,move1
23,7062,200,3004,624,10001,3004,624,10001,move1
23,6906,200,3099,515,9949,3099,515,9949,move1
23,6753,200,3173,372,9868,3173,372,9868,move1
23,6620,200,3223,247,9839,3223,247,9839,move1
24,6522,200,3258,104,9820,3258,104,9820,move1
24,6468,200,3280,-41,9848,3280,-41,9848,move1
24,6456,200,3284,-153,9935,3284,-153,9935,move1
24,6484,200,3278,-266,10016,3278,-266,10016,move1
25,6547,200,3264,-384,10089,3264,-384,10089,move1
25,6641,200,3237,-503,10134,3237,-503,10134,move1
25,6754,200,3209,-623,10184,3209,-623,10184,move1
26,6868,200,3170,-719,10236,3170,-719,10236,move1
26,6964,200,3111,-833,10298,3111,-833,10298,move1
26,7028,200,3053,-986,10349,3053,-986,10349,move1
26,7055,200,3000,-1129,10376,3000,-1129,10376,move1
27,7052,200,2954,-1304,10379,2954,-1304,10379,move1
27,7031,200,2942,-1475,10384,2942,-1475,10384,move1
26,7009,200,2946,-1613,10374,2946,-1613,10374,move1
27,6995,200,2959,-1741,10362,2959,-1741,10362,move1
28,6997,200,2975,-1852,10371,2975,-1852,10371,move1
28,7022,200,2999,-1976,10360,2999,-1976,10360,move1
29,7059,200,3024,-2095,10370,3024,-2095,10370,move1
29,7108,300,3050,-2226,10387,3050,-2226,10387,move1
30,7152,300,3085,-2368,10389,3085,-2368,10389,move1
30,7195,300,3122,-2494,10438,3122,-2494,10438,move1
31,7257,300,3159,-2584,10508,3159,-2584,10508,move1
31,7347,300,3201,-2661,10577,3201,-2661,10577,move1
32,7460,300,3242,-2746,10653,3242,-2746,10653,move1
32,7592,300,3285,-2800,10752,3285,-2800,10752,move1
33,7733,200,3327,-2864,10834,3327,-2864,10834,move1
33,7883,300,3363,-2921,10876,3363,-2921,10876,move1
33,8035,300,3405,-2957,10943,3405,-2957,10943,move1
33,8196,300,3460,-2976,10989,3460,-2976,10989,move1
34,8360,300,3509,-2994,10956,3509,-2994,10956,move1
34,8531,300,3576,-2970,10949,3576,-2970,10949,move1
35,8706,300,3651,-2938,10894,3651,-2938,10894,move1
35,8867,300,3723,-2916,10746,3723,-2916,10746,move1
35,9006,300,3789,-2902,10545,3789,-2902,10545,move1
35,9145,200,3862,-2860,10314,3862,-2860,10314,move1
35,9279,200,3948,-2801,10091,3948,-2801,10091,move1
35,9377,200,4068,-2640,9867,4068,-2640,9867,move1
35,9435,200,4174,-2501,9703,4174,-2501,9703,move1
36,9444,200,4274,-2310,9565,4274,-2310,9565,move1
36,9416,200,4358,-2139,9481,4358,-2139,9481,move1
37,9363,200,4430,-2001,9393,4430,-2001,9393,move1
36,9288,200,4477,-1863,9361,4477,-1863,9361,move1
36,9191,200,4526,-1738,9344,4526,-1738,9344,move1
35,9073,200,4564,-1617,9309,4564,-1617,9309,move1
35,8936,200,4567,-1443,9323,4567,-1443,9323,move1
35,8788,200,4536,-1253,9329,4536,-1253,9329,move1
34,8669,200,4451,-974,9320,4451,-974,9320,move1
34,8635,200,4326,-669,9311,4326,-669,9311,move1
33,8429,200,4140,-292,9393,4140,-292,9393,move1
33,8235,200,4001,-17,9481,4001,-17,9481,move1
33,8059,200,3845,196,9529,3845,196,9529,move1
32,7912,200,3681,381,9500,3681,381,9500,move1
31,7801,200,3511,508,9457,3511,508,9457,move1
31,7713,200,3348,623,9451,3348,623,9451,move1
30,7625,200,3192,704,9470,3192,704,9470,move1
30,7505,200,3064,747,9486,3064,747,9486,move1
29,7359,300,2956,769,9505,2956,769,9505,move1
29,7208,300,2890,768,9540,2890,768,9540,move1
29,7067,200,2850,736,9602,2850,736,9602,move1
29,6948,300,2857,672,9636,2857,672,9636,move1
29,6848,300,2921,569,9666,2921,569,9666,move1
28,6778,200,2997,403,9682,2997,403,9682,move1
28,6774,200,3155,227,9671,3155,227,9671,move1
27,6819,200,3353,67,9631,3353,67,9631,move1
27,6881,200,3532,-98,9578,3532,-98,9578,move1
26,6960,200,3727,-239,9472,3727,-239,9472,move1
25,7043,200,3909,-387,9372,3909,-387,9372,move1
24,7132,200,4075,-576,9272,4075,-576,9272,move1
23,7228,200,4218,-851,9195,4218,-851,9195,move1
22,7315,200,4343,-1088,9112,4343,-1088,9112,move1
21,7406,200,4471,-1336,8997,4471,-1336,8997,move1
20,7491,200,4588,-1631,8838,4588,-1631,8838,move1
18,7570,200,4661,-1939,8793,4661,-1939,8793,move1
17,7620,200,4682,-2337,8821,4682,-2337,8821,move1
16,7655,200,4650,-2757,8923,4650,-2757,8923,move1
14,7684,200,4597,-3109,9061,4597,-3109,9061,move1
13,7715,200,4501,-3432,9223,4501,-3432,9223,move1
12,7745,200,4344,-3764,9370,4344,-3764,9370,move1
11,7771,200,4166,-4056,9424,4166,-4056,9424,move1
9,7796,200,3873,-4360,9575,3873,-4360,9575,move1
8,7827,200,3642,-4603,9677,3642,-4603,9677,move1
7,7855,200,3417,-4781,9789,3417,-4781,9789,move1
6,7864,200,3206,-4897,9866,3206,-4897,9866,move1
5,7863,200,2997,-4948,9949,2997,-4948,9949,move1
5,7901,200,2805,-4966,10045,2805,-4966,10045,move1
5,7945,200,2644,-4961,10126,2644,-4961,10126,move1
6,8018,200,2499,-4923,10229,2499,-4923,10229,move1
6,8109,200,2395,-4844,10346,2395,-4844,10346,move1
7,8216,200,2340,-4753,10437,2340,-4753,10437,move1
8,8333,200,2322,-4610,10513,2322,-4610,10513,move1
10,8463,200,2303,-4395,10491,2303,-4395,10491,move1
11,8907,200,2254,-4153,10661,2254,-4153,10661,move1
12,8880,200,2286,-3910,10777,2286,-3910,10777,move1
13,8883,200,2305,-3732,10818,2305,-3732,10818,move1
14,8587,200,2343,-3544,10768,2343,-3544,10768,move1
14,8745,200,2406,-3311,10632,2406,-3311,10632,move1
15,8859,200,2459,-3074,10487,2459,-3074,10487,move1
16,8922,200,2491,-2848,10361,2491,-2848,10361,move1
17,8943,200,2484,-2632,10272,2484,-2632,10272,move1
17,8936,200,2455,-2436,10218,2455,-2436,10218,move1
17,8912,200,2425,-2267,10196,2425,-2267,10196,move1
18,8880,200,2406,-2125,10175,2406,-2125,10175,move1
18,8834,200,2407,-1987,10133,2407,-1987,10133,move1
18,8742,200,2415,-1843,10084,2415,-1843,10084,move1
18,8604,200,2479,-1681,10062,2479,-1681,10062,move1
18,8445,200,2601,-1472,10043,2601,-1472,10043,move1
18,8302,200,2701,-1260,10025,2701,-1260,10025,move1
18,8221,200,2797,-1086,10016,2797,-1086,10016,move1
18,8216,200,2936,-946,9995,2936,-946,9995,move1
17,8281,200,3040,-829,9977,3040,-829,9977,move1
17,8387,200,3154,-717,9975,3154,-717,9975,move1
17,8466,200,3229,-619,9950,3229,-619,9950,move1
17,8531,200,3290,-539,9920,3290,-539,9920,move1
17,8544,200,3342,-469,9876,3342,-469,9876,move1
17,8547,200,3379,-416,9851,3379,-416,9851,move1
16,8526,200,3428,-370,9799,3428,-370,9799,move1
16,8463,200,3449,-330,9761,3449,-330,9761,move1
15,8352,200,3412,-264,9728,3412,-264,9728,move1
15,8209,200,3386,-207,9696,3386,-207,9696,move1
14,7961,200,3311,-123,9680,3311,-123,9680,move1
13,7682,200,3241,-43,9675,3241,-43,9675,move1
14,7401,200,3172,19,9702,3172,19,9702,move1
14,7158,200,3089,66,9733,3089,66,9733,move1
14,6926,200,3043,116,9780,3043,116,9780,move1
14,6767,200,3025,167,9807,3025,167,9807,move1
15,6649,200,3040,228,9829,3040,228,9829,move1
16,6554,200,3070,302,9855,3070,302,9855,move1
17,6476,200,3142,402,9883,3142,402,9883,move1
18,6406,200,3217,494,9920,3217,494,9920,move1
18,6312,200,3255,586,9970,3255,586,9970,move1
18,6237,200,3263,676,10025,3263,676,10025,move1
19,6177,200,3257,751,10080,3257,751,10080,move1
19,6110,200,3255,800,10115,3255,800,10115,move1
19,6037,200,3288,782,10077,3288,782,10077,move1
19,5882,200,3334,737,10068,3334,737,10068,move1
19,5731,200,3407,662,10063,3407,662,10063,move1
19,5601,200,3491,554,10087,3491,554,10087,move1
20,5522,200,3561,358,10105,3561,358,10105,move1
20,5474,200,3618,147,10123,3618,147,10123,move1
20,5443,200,3673,-38,10095,3673,-38,10095,move1
20,5433,200,3719,-280,10021,3719,-280,10021,move1
21,5437,200,3755,-509,9975,3755,-509,9975,move1
21,5460,200,3774,-722,9936,3774,-722,9936,move1
21,5497,200,3755,-989,9922,3755,-989,9922,move1
22,5539,200,3708,-1269,9924,3708,-1269,9924,move1
22,5582,200,3672,-1496,9999,3672,-1496,9999,move1
23,5608,200,3636,-1713,10041,3636,-1713,10041,move1
23,5623,200,3611,-1869,10111,3611,-1869,10111,move1
24,5613,200,3583,-2032,10141,3583,-2032,10141,move1
24,5367,200,3213,-2033,10201,3213,-2033,10201,move1
25,5295,200,3226,-2224,10308,3226,-2224,10308,move1
25,5271,200,3257,-2409,10488,3257,-2409,10488,move1
26,5280,200,3250,-2606,10618,3250,-2606,10618,move1
26,5299,200,3228,-2813,10738,3228,-2813,10738,move1
26,5333,200,3218,-3040,10901,3218,-3040,10901,move1
27,5350,200,3187,-3264,11031,3187,-3264,11031,move1
27,5377,200,3139,-3459,11120,3139,-3459,11120,move1
27,5392,200,3082,-3634,11188,3082,-3634,11188,move1
28,5402,200,3026,-3795,11229,3026,-3795,11229,move1
28,5407,200,2960,-3941,11123,2960,-3941,11123,move1
29,5408,200,2903,-4091,11065,2903,-4091,11065,move1
29,5402,200,2845,-4253,10970,2845,-4253,10970,move1
29,5399,200,2803,-4424,10909,2803,-4424,10909,move1
29,5422,200,2781,-4592,10810,2781,-4592,10810,move1
28,5447,200,2784,-4749,10668,2784,-4749,10668,move1
28,5480,200,2831,-4886,10477,2831,-4886,10477,move1
27,5519,200,2873,-5009,10377,2873,-5009,10377,move1
27,5559,200,2908,-5101,10387,2908,-5101,10387,move1
26,5605,200,2948,-5183,10312,2948,-5183,10312,move1
26,5653,200,3003,-5239,10200,3003,-5239,10200,move1
26,5700,200,3075,-5279,10117,3075,-5279,10117,move1
25,5744,200,3153,-5305,9990,3153,-5305,9990,move1
25,5792,200,3239,-5293,9844,3239,-5293,9844,move1
25,5836,200,3314,-5275,9685,3314,-5275,9685,move1
24,5883,200,3387,-5261,9560,3387,-5261,9560,move1
24,5930,200,3438,-5250,9422,3438,-5250,9422,move1
23,5971,200,3486,-5221,9292,3486,-5221,9292,move1
23,6004,200,3541,-5204,9193,3541,-5204,9193,move1
23,6027,200,3586,-5166,9106,3586,-5166,9106,move1
23,6036,200,3607,-5108,9045,3607,-5108,9045,move1
23,6031,200,3650,-5062,9030,3650,-5062,9030,move1
23,6011,200,3680,-5024,9009,3680,-5024,9009,move1
22,5980,200,3749,-4973,8987,3749,-4973,8987,move1
22,5961,200,3770,-4927,9000,3770,-4927,9000,move1
22,5984,200,3659,-4844,9139,3659,-4844,9139,move1
22,6104,200,3603,-4763,9257,3603,-4763,9257,move1
22,6330,200,3518,-4687,9394,3518,-4687,9394,move1
21,6618,200,3589,-4606,9428,3589,-4606,9428,move1
20,6836,200,3553,-4548,9504,3553,-4548,9504,move1
19,7693,200,3349,-4473,9621,3349,-4473,9621,move1
18,6601,200,2975,-4347,9838,2975,-4347,9838,move1
17,6942,200,2677,-4199,9954,2677,-4199,9954,move1
16,7056,200,2405,-3989,10079,2405,-3989,10079,move1
15,7103,200,2195,-3769,10174,2195,-3769,10174,move1
14,7157,200,2011,-3546,10230,2011,-3546,10230,move1
12,7188,200,1869,-3357,10308,1869,-3357,10308,move1
11,7197,200,1764,-3201,10373,1764,-3201,10373,move1
18,7260,200,3709,-6158,9515,3709,-6158,9515,move2
18,7236,200,3654,-5995,9607,3654,-5995,9607,move2
18,7160,200,3746,-5746,9700,3746,-5746,9700,move2
18,7055,200,3827,-5457,9703,3827,-5457,9703,move2
18,6958,200,3897,-5179,9722,3897,-5179,9722,move2
17,6857,200,3975,-4847,9784,3975,-4847,9784,move2
17,6766,200,4037,-4439,9839,4037,-4439,9839,move2
17,6678,200,4077,-3968,9854,4077,-3968,9854,move2
17,6586,200,4160,-3433,9906,4160,-3433,9906,move2
17,6487,200,4213,-2934,9884,4213,-2934,9884,move2
18,6385,200,4286,-2348,9747,4286,-2348,9747,move2
19,6305,200,4339,-1889,9624,4339,-1889,9624,move2
20,6209,200,4331,-1555,9452,4331,-1555,9452,move2
20,6095,200,4347,-1284,9335,4347,-1284,9335,move2
21,5940,200,4341,-1000,9146,4341,-1000,9146,move2
22,5788,200,4344,-737,9071,4344,-737,9071,move2
22,5701,200,4371,-431,8990,4371,-431,8990,move2
23,5699,200,4446,-140,9056,4446,-140,9056,move2
23,5791,200,4504,144,9123,4504,144,9123,move2
24,5916,200,4516,352,9184,4516,352,9184,move2
25,6023,200,4480,477,9234,4480,477,9234,move2
25,6124,200,4391,509,9306,4391,509,9306,move2
26,6180,200,4274,514,9347,4274,514,9347,move2
27,6201,200,4205,512,9381,4205,512,9381,move2
27,6189,200,4098,510,9405,4098,510,9405,move2
27,6140,200,3991,489,9415,3991,489,9415,move2
27,6108,200,3890,418,9433,3890,418,9433,move2
27,6144,200,3869,243,9425,3869,243,9425,move2
26,6294,200,3945,0,9371,3945,0,9371,move2
26,6541,200,4003,-260,9332,4003,-260,9332,move2
17,6828,200,4055,-607,9325,4055,-607,9325,move2
0,0,100,4039,-1039,9386,4039,-1039,9386,move2
0,0,100,4029,-1354,9417,4029,-1354,9417,move2
8,6916,200,4003,-1666,9447,4003,-1666,9447,move2
3,7202,300,3938,-1897,9458,3938,-1897,9458,move2
4,7447,300,3844,-2002,9472,3844,-2002,9472,move2
7,7660,300,3722,-2042,9489,3722,-2042,9489,move2
41,11984,400,6296,3387,3085,6296,3387,3085,move2
46,12583,400,6520,3203,3079,6520,3203,3079,move2
52,13126,400,6708,3075,3030,6708,3075,3030,move2
56,13492,400,6819,2903,2982,6819,2903,2982,move2
61,13742,400,6918,2743,2899,6918,2743,2899,move2
90,15323,500,6986,2602,2825,6986,2602,2825,move2
91,15369,500,7008,2501,2749,7008,2501,2749,move2
92,15409,500,7012,2398,2653,7012,2398,2653,move2
92,15396,500,6965,2348,2559,6965,2348,2559,move2
92,15311,500,6890,2325,2459,6890,2325,2459,move2
92,15133,500,6776,2316,2383,6776,2316,2383,move2
91,14884,500,6688,2339,2294,6688,2339,2294,move2
88,14492,500,6602,2331,2279,6602,2331,2279,move2
74,13148,400,6571,2327,2264,6571,2327,2264,move2
73,13069,400,6649,2283,2343,6649,2283,2343,move2
74,12947,400,6748,2228,2493,6748,2228,2493,move2
75,12807,400,6878,2089,2597,6878,2089,2597,move2
78,12463,400,7015,1924,2726,7015,1924,2726,move2
82,12258,400,7115,1773,2872,7115,1773,2872,move2
86,12305,400,7214,1737,2922,7214,1737,2922,move2
89,12514,400,7402,1702,3078,7402,1702,3078,move2
94,12686,400,7615,1673,3216,7615,1673,3216,move2
97,12822,400,7815,1560,3389,7815,1560,3389,move2
102,12928,400,8013,1395,3581,8013,1395,3581,move2
106,12945,400,8201,1277,3758,8201,1277,3758,move2
111,12890,400,8346,1153,3943,8346,1153,3943,move2
84,14680,300,8470,1037,4070,8470,1037,4070,move2
84,14711,400,8473,940,4173,8473,940,4173,move2
85,14773,400,8469,907,4280,8469,907,4280,move2
85,14787,300,8343,852,4361,8343,852,4361,move2
86,14792,300,8188,812,4406,8188,812,4406,move2
87,14780,300,8011,785,4428,8011,785,4428,move2
87,14746,300,7831,751,4435,7831,751,4435,move2
